Name,Cellphone Number,Company Email,Site,Youtube Link,Territory Covered,Lines of Business,Manufacturers Represented,Address Line 1,Address Line 2,Locality,Administrative Area,Postal Code,Country,Contact name,Description,Industries Served,Type of Equipment,Sales After Service,Fax,Primary Email Contact,Primary Number Contact
Mitel Distributing Corp.,+ (787) 758-8700,info@mitelpr.com,http://www.mitelpr.net,,Puerto Rico,Packaging Equipment,"Mettler - Toledo, Welch, Eagle Burgmann, USP, Malvern, Milestone, Lancer,",P. O. Box 366024,,San Juan,,00936-6024,Puerto Rico,"Fredy Fernandez, Genetral Manager","Since 1961, Mitel Distributing has focused on minimizing its customers weighing and measuring risks by providing the best quality instruments, weighing systems and services in the industry. We provide a wide range of products designed to help users save time and money, as well as improve accuracy and reliability.",Pharmaceutical/medical,"Since 1961, Mitel Distributing Has Focused On Minimizing Its Customers Weighing And Measuring Risks By Providing The Best Quality Instruments And Weighing Systems. We Sell Weighing Systems And Scales.",No,+(787) 754-0740,,
Mitmaq S.A.,+54 (11)5365-7750 ext. 2001,pgrunwaldt@mitmaq.com,http://www.mitmaq.com,https://www.youtube.com/channel/UCc2O9NhOVZpBlQocJaKBVkA,ArgentinaBoliviaParaguayUruguay,Packaging EquipmentProcessing Equipment,"Handtmann, Siebeck, International Clip, Borgo, Treif, Graef, Irinox, Rational, Henkelman, Henneken, Freund, Weber, Seydelmann, Biro",Colectora Este Panamericana Ramal Escobar Km. 32.835,,Buenos Aires,Buenos Aires,1618,Argentina,"Pablo Grunwaldt, Commercial Manager","Mitmaq is a young and dynamic company that provides quality technological solutions: from small machinery, through complete, automated and integrated production lines to continuous systems, without leaving out the area of supplies for the food industry. Also, having started only with the Argentinean market, today the company has expanded to Uruguay, Bolivia and Paraguay with some of our represented brands and services.",Food/Meat,"Cooking and chilling solutions, peeling, cutting, deboning, tenderizing equipment; presses, tumblers, dryers, etc. Food processing equipment; packaging equipment; metal detectors",Yes,,pgrunwaldt@mitmaq.com,
MMC Equipamentos,+55 (16) 3322-5167,vendas@mmcequipamentos.com.br,http://www.mmcequipamentos.com.br,,Brazil,Packaging EquipmentProcessing Equipment,Own Brands,Avenida Manuel Fermiano Motta n° 300 5°,Distrito Industrial,Araraquara,SP,14808136,Brazil,"Wladimir Mendes De Carvalho, Commercial Director","Founded in 1991, in Araraquara, a city located in the countryside of São Paulo state, 270 km from the capital of São Paulo state, operating initially as a consulting company for Food Industries, it came by request of its customers in 1999 to design and manufacture equipment for Food, Cosmetics and Pharmaceutical & Chemical companies. Specialized in the design and manufacture of stainless steel equipment.",Food,"Pasteurizers, uht and aseptic packaging; manufacture of juices and pulps; Mixing, homogenisation and emulsification; equipment and process auxiliaries",Yes,,wladimir@mmc-equipamentos.com.br,
Modchem Ltd. Agencies,+972 (4) 678-2777,sales@modchem.com,https://modchem.com/?page_id=41&msclkid=f5022af2ac6211ec99a5cca83215e23e,,Israel,Packaging Equipment,"Andritz , Beumer Group, Bischof + Klein, De Dietrich Group, DW Renzmann, Enercon, Flowserve, Fuell Systembau GMBH, Garant Maschinenfabrik, Graphite Technology, ICR Iaonnou SA, IKA Werke GMBH,Johnson Matthey, Rovema GMBH, Windmoeller & Hoelscher",M.p. Misgav,,Hararit,,2018200,Israel,"Nachum Paran, General Manager","Modchem Ltd. was established in 1987 and represents in Israel leading global manufacturers of Process Equipment for the chemical, pharmaceutical, petrochemical and food industries, Machines and complete production lines for the flexible packaging, paper and film industries, Packaging machines and packaging materials and Environmental protection catalysts and technologies.",,"Modchem Agencies Ltd. Provides Products And Raw Materials, As Follows: Extrusion Lines /printing Machines (ballet And Socket) / Ancillary Equipment And Raw Materials For The Printing Industry/ Machines For The Manufacture Of Packaging Products/packaging Machines And Systems/ Lines For Palletizing, Wrapping, Conveyors, Bucket Elevators/ Flexible Packaging / Equipment For The Process, Pharmaceutical And Food / Floating Bed Dryers",,+972 (4) 678-2770,nachum@modchem.com,
"Modular Conveyors, Ltd",+64 (9) 969-3281,sales@mcl.net.nz,http://www.mcl.net.nz,,New Zealand,Packaging EquipmentSystems IntegratorAutomation Equipment & Components,Markes Gmbh & Co.,42 Ellice Road,Auckland,Wairau Park,,0629,New Zealand,"Patrick Collins, Director","Modular Conveyors Specializes In The Design And Manufacture Of Material Handling Systems. Modular Provides Conveyor Components, Modules And Solutions For Materials Handling Applications In The Palletising, Carton Handling, Food, Dairy & Beverage Industries, Modular Conveyors Ltd Is A Manufactuer Of Conveyor Systems, Supplies Parts And Does Installation And Servicing Of Conveyor Solutions. Modular Now Distributes Markes Gmbh & Co. Kg Parts And Represents Flexmove Conveyors And Components.",Food,"Material Handling Systems, Conveyor Components, Solutions For Materials Handling Applications In The Palletising, Carton Handling, Conveyor Systems, Supplies Parts And Does Installation And Servicing Of Conveyor Solutions.",Yes,+64 (9) 969-3282,patrick@mcl.net.nz,
Modwave,+(310) 918-6772,info@modwave.com,http://www.modwave.com,,CanadaPuerto RicoUnited States: Puerto Rico,Packaging EquipmentSystems IntegratorProcessing Equipment,"Keyplants, Hecht Technologie, Lodige Machinenbau, Fette Compacting, Capmatic",1020 Monterey Blvd. Suite 2,Unit 2,Hermosa Beach,CA,90254,United States,"Par Almhem, President","ModWave is a Solutions Provider to the Pharmaceutical, Biotech, Nutraceutical, Food and Process Industries. We have teamed up with world-class suppliers to provide the most efficient and flexible solutions to our clients. Our offering includes process equipment, consulting services and turn-key project supply for a wide range of applications.",Processing Machinery And Equipment For The Pharmaceutical Industry.,"Process Equipment: Mixing, Granulation, Reacting, Drying, Coating Including Continuos Manufacturing (loedige), Bulk Material Handling And Containment Systems (filling, Discharging, Conveying, Dosing, Sampling, Containment Solutions) (hecht) Process Equipment: Aseptic Processing (lyophilization Including Loading Systems, Sterilization, Water Treatment, Isolators), Containment Solutions (telstar), Modular Solutions (modwave, Keyplants), Systems Integration (modwave)",Yes,+(310 )379 6576,par.almhem@modwave.com,+(310) 918-6772
MODWEAVE INTERNATIONAL PVT. LTD,+91 98270 30005,exports@modernsacks.com,http://modernsacks.com,,,Packaging Materials,Europe South & North America,"Block No. 264, 2nd Floor, Village Sokli, Viramgam",,Ahmedabad,Gujarat,382150,India,Raajeev Mahendru,"MODWEAVE INTERNATIONAL PVT. LTD is one of the Prominent Manufacturer Exporters of Woven Packing Bags & Woven Fabric. We are Manufacturing & Exporting Quality PP Woven Bags, BOPP Bags, FIBC Bags (Builder Bag, Sling Bag, Single Loop Bag, Two Loop Bag, Baffle Bag,) etc. We are catering to the various Industries like Construction, Agricultural, Chemicals, Fertilizer, Cement, Food & Pharmaceutical etc.",,Woven Bags,Yes,,exports@modernsacks.com,
Montesa Packaging,+56 (2) 2820-1400,cproto@montesa.cl,http://www.montesa.cl,,Chile,Packaging Equipment,"Snetor, Borealis, BrasKem, Clariant, Muehlstein, Poly Fibra, Entec, Rhom Haas, ExonMobil, Oxiquim, Dow, Westlake Chemical, Polyqui, Huber, Sun Chemical",Carretera Gral. Martin 16500 Loteo Industrial Los Libertadores,Colina,Santiago,Región Metropolitana,,Chile,"Carlos Proto Parisi, General Manager","With more than 40 years in the packaging and flexible packaging sector, Grupo Montesa SPA has become throughout its history a reference in the sector. We have the necessary technology and certifications, as well as first class professionals to satisfy any need associated with flexible packaging. We currently provide services to the main companies in Chile, who have distinguished us for our innovation, quality, service and compliance with delivery deadlines.","Pharmaceutical/medical, Cosmetics/toiletries, Meat/poultry/seafood, Soap/household Chemical, Grain/mill/cereal, Packaging Machinery & Related Supplies/service","Distribuition Of Several Kinds Of Equipment. Packaging Suppliers. And Manufacturer Of Shrinking Tunnels, Plastic Items For Industrial Use, Sealer, Palletizing Equipment",No,+56 (22) 2460-0303,cproto@montesa.cl,
Monts Paper & Packaging,+(662) 823-7407,cs@montspaper.com,http://www.montspaper.com,,United States,Packaging Equipment,"3M, Arpac, Combi, Cousins, Eastey, Orion, Sharp, Texwrap, Polychem Systems",127A Godfrey Road,Suite 1,Tupelo,MS,38801,United States,"Gary Waldrip, Sales","Since 1945 Monts has been a leading independent distributor located in Tupelo, MS and serving Northeast Mississippi and surrounding areas. Our diverse product lines and impeccable customer service set us apart from our competitors. Our staff has the training and product knowledge needed to solve even the trickiest problem, and our long-standing relationships with our suppliers allows us to offer the best products at the best prices. We specialize in the following products, but pride ourselves on our ability to think ‘out of the box’ and to go above and beyond to meet our customers’ needs. Our philosophy is if we don’t stock it, we can find it! Our customers know they can count on Monts Paper and Packaging to go the extra mile for them.","Soap/household Chemical, Furniture/fixtures, Packaging Machinery & Related Supplies/service","Our Complete Product Line And Impeccable Service Set Us Apart From Our Competitors. We Specialize In The Following Products.packaging, Shipping Material & Equipment, Sanitary Maintenance Supplies & Equipment, Full Line Of Paper Products & Dispensers, Food Service, Tackstrip & Nonwoven Goods Used In Furniture Supply",Yes,+(662) 842-7489,gary@montspaper.com,
Morliplas bv,+32 53 670 789,info@morliplas.be,http://www.morliplas.be,,BelgiumLuxembourgNetherlands,Packaging Equipment,"Limax, CMD, Morlplas, Munster Eectronics",Nedermolenstraat 122,,Meldert-aalst,,9310,Belgium,Johan Morlion,MORLIPLAS is a experienced and dynamic company founded in 1990. We are located in Aalst in BELGIUM (30 km from Brussels) and are specialized in new and second hand machinery for the PLASTIC FILM AND FOIL industry.,"Plastic film and foil industry, Packaging Machinery & Related Supplies/service",Machinery For The Plastic Film And Foil Industry,Yes,+32 53 670 769,morliplas@telenet.be,
Morrisette Paper Co,+(336) 375-1515,info@morrisette.com,http://www.morrisettepaper.com,,United States,Packaging Equipment,"3m, Aep Industries, Alliance Plastics, Dynaric, Elkay Plastics, Fortune Plastics, Gojo Industries, Intellipack, Intertape Polymer Group, Laddawn Manufacturing, Polychem Corporation, Ranpak, Shurtape, Sigma Stretch, Tesa Tape, T M Poly Film",5925 Summit Avenue,Browns Summit,Greensboro,NC,27214,United States,"Jim Dawson, Executive VicePresident of Sales","Founded In 1962, Morrisette Is A Family-owned Distributor Of Industrial Packaging And Facility Solutions",,,Yes,,jdawson@morrisettepaper.com,
Morrisset Packaging,+(336) 375-1515,info@jmorrisett.com,https://morrisette.com/automation/,,United States,Packaging EquipmentPackaging MaterialsSystems Integrator,"Advance Poly Packaging, Axon, Styrotech, Eastey, PolyPack, EDL, PFM Packaging Machinery Corp. Shanklin, OK, Tekkra, Texwrap, Traco, Therm -O -SealConflexPackaging Systems, Little, David, Pearson, Gold Seal, Videojet, CTM Labeling Sustems, Shuttleworth, Best Conveyor, Hytrol, Span Tech",5030 Smith Farm Road,,Indian Trail,NC,28079,United States,"Bill Morriset, President","Morrisette’s in-house integrators and engineers can help design a solution for your application. We are transparent in our work, collaborating with you on budgeting and testing, as well as ROI. Our goal is for you to realize efficiencies when it comes to labor, space, and spend.","Health Care, Food, Multimedia, Contract Packaging, Distribution, Metal Fabrication, Woodworking, And Manufacturing","Product Lines Include: Shrink Wrapping, Stretch Wrapping & Strapping, Case Sealing & Erecting, Labeling & Coding, Protective Packaging, Horizontal & Vertical Form Fill Sealing, Bag Sealing, Product Handling, Conveyor Systems, Shrink Films/polypropylene Films, Shrink Bands, Shrink Tubing, & Shrink Bags, Stretch Wrap Films & Strapping, Tape & Adhesives, Labeling & Coding Supplies, Protective Packaging, Polyethylene Bags, Sheeting, & Tubing, Shipping Supplies",Yes,,,
Motion Control Express,+(615) 210-7991,sales@motioncontrolexpress.com,http://www.motioncontrolexpress.com,,United States,Packaging Equipment,Yaskawa Electric America Solution & Service Provider And Mitsubishi Electric Solutons Provider,326 Springhouse Circle,,Franklin,TN,37067,United States,Mike King,We have been providing personalized technical support services for industrial and medical clients throughout the South Eastern USA since 2003.,"Bakery/snack, Confection/candy, Packaging Machinery & Related Supplies/service","Regional Integration, Startup, And Machine Optimization Services.",Yes,+(615) 468-4516,,
